corpus	sent_id	left	node	right	node_sentences	senses	category
ind_mixed_2012_1M	299329	Selain itu, pengetahuan	mengenai	spesifik tugas dapat meningkatkan kinerja auditor berpengalaman, walaupun hanya dalam penetapan risiko analitis.	Selain itu, pengetahuan <m>mengenai</m> spesifik tugas dapat meningkatkan kinerja auditor berpengalaman, walaupun hanya dalam penetapan risiko analitis.	NA	prep
ind_mixed_2012_1M	39255	Pengetahuan	mengenai	spesifik tugas membantu kinerja auditor berpengalaman melalui komponen pemilihan dan pembobotan bukti hanya pada saat penetapan risiko analitis.	Pengetahuan <m>mengenai</m> spesifik tugas membantu kinerja auditor berpengalaman melalui komponen pemilihan dan pembobotan bukti hanya pada saat penetapan risiko analitis.	NA	prep
ind_mixed_2012_1M	837313	Namun kabar	mengenai	spesifikasi dari konsol game ini terus berkembang di internet.	Namun kabar <m>mengenai</m> spesifikasi dari konsol game ini terus berkembang di internet.	NA	prep
ind_mixed_2012_1M	797323	Tidak ada informasi	mengenai	spesifikasi komplit dan harga laptop ini.	Tidak ada informasi <m>mengenai</m> spesifikasi komplit dan harga laptop ini.	NA	prep
ind_mixed_2012_1M	419313	Namun pecinta iPad harus menunggu lebih sabar hingga pengumuman	mengenai	spesifikasi resmi dari Apple muncul dan menjawab semua pertanyaan ini.	Namun pecinta iPad harus menunggu lebih sabar hingga pengumuman <m>mengenai</m> spesifikasi resmi dari Apple muncul dan menjawab semua pertanyaan ini.	NA	prep
ind_mixed_2012_1M	728776	Hal menarik lainnya adalah topik	mengenai	spiritualitas dan hubungan Ilahi antara hewan dan umat manusia.	Hal menarik lainnya adalah topik <m>mengenai</m> spiritualitas dan hubungan Ilahi antara hewan dan umat manusia.	NA	prep
ind_mixed_2012_1M	387810	Selain memamerkan publikasi Guru, para siswa inisiat ini juga menyiapkan makanan kecil vegetarian dan permainan	mengenai	spiritualitas untuk menarik minat pengunjung.	Selain memamerkan publikasi Guru, para siswa inisiat ini juga menyiapkan makanan kecil vegetarian dan permainan <m>mengenai</m> spiritualitas untuk menarik minat pengunjung.	NA	prep
ind_mixed_2012_1M	957111	~	Mengenai	"split lihat saja nanti, masa saya buka ke orang lain sebelum ke pemerintah,"" jelas Ari."	"<m>Mengenai</m> split lihat saja nanti, masa saya buka ke orang lain sebelum ke pemerintah,"" jelas Ari."	NA	prep
ind_mixed_2012_1M	362553	Prasasti pertama	mengenai	Sriwijaya juga berada pada abad ke-7, yaitu Prasasti Kedukan Bukit di Palembang, Sumatra, pada tahun 683.Kerajaan ini mulai jatuh pada tahun 1200 dan 1300 karena berbagai faktor, termasuk ekspansi kerajaan Majapahit.	Prasasti pertama <m>mengenai</m> Sriwijaya juga berada pada abad ke-7, yaitu Prasasti Kedukan Bukit di Palembang, Sumatra, pada tahun 683.Kerajaan ini mulai jatuh pada tahun 1200 dan 1300 karena berbagai faktor, termasuk ekspansi kerajaan Majapahit.	NA	prep
ind_mixed_2012_1M	840164	Tidak ada orang Indonesia modern yang mendengar	mengenai	Sriwijaya sampai tahun 1920-an, ketika sarjana Perancis George Coeds mempublikasikan penemuannya dalam koran berbahasa Belanda dan Indonesia.	Tidak ada orang Indonesia modern yang mendengar <m>mengenai</m> Sriwijaya sampai tahun 1920-an, ketika sarjana Perancis George Coeds mempublikasikan penemuannya dalam koran berbahasa Belanda dan Indonesia.	NA	prep
ind_mixed_2012_1M	595769	Tampaknya operator ini sedikit bermasalah dengan HTTPS, karena ketika saya membuka gmail format WAP dari browser di ponsel, muncul error	mengenai	SSL/HTTPS ketika ingin membuka halaman login (secara halaman login gmail menggunakan HTTPS).	Tampaknya operator ini sedikit bermasalah dengan HTTPS, karena ketika saya membuka gmail format WAP dari browser di ponsel, muncul error <m>mengenai</m> SSL/HTTPS ketika ingin membuka halaman login (secara halaman login gmail menggunakan HTTPS).	NA	prep
ind_mixed_2012_1M	52847	Tidak banyak yang diketahui	mengenai	St. Georgius kecuali bahwa ia seorang martir.	Tidak banyak yang diketahui <m>mengenai</m> St. Georgius kecuali bahwa ia seorang martir.	NA	prep
ind_mixed_2012_1M	705622	Laporan BOE	mengenai	Stabilitas Keuangan, dimana menilai potensial risiko terhadap stabilitas keuangan, dan menunjukkan cara-cara bank dapat mempromosikan dan memelihara sistem keuangan yang stabil di masa mendatang.	Laporan BOE <m>mengenai</m> Stabilitas Keuangan, dimana menilai potensial risiko terhadap stabilitas keuangan, dan menunjukkan cara-cara bank dapat mempromosikan dan memelihara sistem keuangan yang stabil di masa mendatang.	NA	prep
ind_mixed_2012_1M	223566	Selain itu, kedua prinsipal itu juga telah mengembangkan mesin diesel itu sangat ekonomis, sesuai dengan regulasi baru Jepang	mengenai	standar emisi.	Selain itu, kedua prinsipal itu juga telah mengembangkan mesin diesel itu sangat ekonomis, sesuai dengan regulasi baru Jepang <m>mengenai</m> standar emisi.	NA	prep
ind_mixed_2012_1M	161167	~	Mengenai	standar kelulusan, Ketua Panitia UASBN SDN 01 Menteng Purwanto menjelaskan, sekolah tersebut menaikan nilai standar kelulusan.	<m>Mengenai</m> standar kelulusan, Ketua Panitia UASBN SDN 01 Menteng Purwanto menjelaskan, sekolah tersebut menaikan nilai standar kelulusan.	NA	prep
ind_mixed_2012_1M	280047	Dalam Undang-undang Nomor 20 Tahun 2003 tentang Sistem Pendidikan Nasional terdapat penjelasan	mengenai	standar nasional pendidikan yang mencakup standar isi dan standar kompetensi lulusan.	Dalam Undang-undang Nomor 20 Tahun 2003 tentang Sistem Pendidikan Nasional terdapat penjelasan <m>mengenai</m> standar nasional pendidikan yang mencakup standar isi dan standar kompetensi lulusan.	NA	prep
ind_mixed_2012_1M	484217	Apalagi	mengenai	standar nasional UN 5,5 yang konon telah menjadi malapetaka dahsyat pendidikan abad kekinian, atau IPK 4.00 yang menyebabkan lahirnya pusat pelayanan pembuatan skripsi.	Apalagi <m>mengenai</m> standar nasional UN 5,5 yang konon telah menjadi malapetaka dahsyat pendidikan abad kekinian, atau IPK 4.00 yang menyebabkan lahirnya pusat pelayanan pembuatan skripsi.	NA	prep
ind_mixed_2012_1M	334623	Upaya ini ditempuh agar kebijakan negara-negara	mengenai	standar produk tidak malah menjadi penghalang bagi perdagangan dunia.	Upaya ini ditempuh agar kebijakan negara-negara <m>mengenai</m> standar produk tidak malah menjadi penghalang bagi perdagangan dunia.	NA	prep
ind_mixed_2012_1M	622524	Saya akan menjelaskan secara singkat	mengenai	standar tsb.	Saya akan menjelaskan secara singkat <m>mengenai</m> standar tsb.	NA	prep
ind_mixed_2012_1M	635677	Rekaman video	mengenai	Stasiun MRT Yishun dan kondisi disekitarnya ini telah ditemukan di rumah Abu Hafs di Afghanistan, menyusul serangan Amerika Serikat kesana.	Rekaman video <m>mengenai</m> Stasiun MRT Yishun dan kondisi disekitarnya ini telah ditemukan di rumah Abu Hafs di Afghanistan, menyusul serangan Amerika Serikat kesana.	NA	prep
ind_mixed_2012_1M	719406	Bersama dengan rekaman video tersebut turut pula ditemui catatan-catatan	mengenai	Stasiun MRT Yishun, peta yang menunjukkan jalan-jalan yang berhampiran dengan kawasan itu serta informasi tentang Singapura dan sistem lalulintasnya.	Bersama dengan rekaman video tersebut turut pula ditemui catatan-catatan <m>mengenai</m> Stasiun MRT Yishun, peta yang menunjukkan jalan-jalan yang berhampiran dengan kawasan itu serta informasi tentang Singapura dan sistem lalulintasnya.	NA	prep
ind_mixed_2012_1M	502052	Setelah itu tidak ada kabar dari HSBC	mengenai	status aplikasi saya, tidak pernah ada telepon konfirmasi atau apa pun sehubungan dengan kartu kredit tersebut, fisik kartu kredit, ataupun tagihan tidak pernah saya terima.	Setelah itu tidak ada kabar dari HSBC <m>mengenai</m> status aplikasi saya, tidak pernah ada telepon konfirmasi atau apa pun sehubungan dengan kartu kredit tersebut, fisik kartu kredit, ataupun tagihan tidak pernah saya terima.	NA	prep
ind_mixed_2012_1M	692547	Sebagai dokter yang merawatnya, anda berfikir apakah anda harus memberitahu istrinya	mengenai	status Bpk S yang HIV-positif melawan kehendaknya sehingga istri Bpk S dapat memiliki kesempatan memulai perawatan yang diperlukan.	Sebagai dokter yang merawatnya, anda berfikir apakah anda harus memberitahu istrinya <m>mengenai</m> status Bpk S yang HIV-positif melawan kehendaknya sehingga istri Bpk S dapat memiliki kesempatan memulai perawatan yang diperlukan.	NA	prep
ind_mixed_2012_1M	390061	Apakah penelitian yang dilakukan	mengenai	status dewasa ini, ataukah status di masa lampau.	Apakah penelitian yang dilakukan <m>mengenai</m> status dewasa ini, ataukah status di masa lampau.	NA	prep
ind_mixed_2012_1M	655932	~	Mengenai	status dua kawasan hutan lindung masing-masing Mampie dan Lampoko, Ketua Komisi III mengungkapkan, kondisi kedua wilayah tersebut sudah sangat berbeda dengan beberapa tahun lalu.	<m>Mengenai</m> status dua kawasan hutan lindung masing-masing Mampie dan Lampoko, Ketua Komisi III mengungkapkan, kondisi kedua wilayah tersebut sudah sangat berbeda dengan beberapa tahun lalu.	NA	prep
ind_mixed_2012_1M	421493	Tahun 2000, AS kembali menyelenggarakan perundingan Camp David untuk memecahkan berbagai persoalan	mengenai	status final.	Tahun 2000, AS kembali menyelenggarakan perundingan Camp David untuk memecahkan berbagai persoalan <m>mengenai</m> status final.	NA	prep
ind_mixed_2012_1M	547512	3. Yang dicari sekarang apakah	mengenai	status hukum bailout atau apanya? kalo prosedurnya kan sudah sesuai dg UU yg ada.	3. Yang dicari sekarang apakah <m>mengenai</m> status hukum bailout atau apanya? kalo prosedurnya kan sudah sesuai dg UU yg ada.	NA	prep
ind_mixed_2012_1M	610957	Maka, sang server akan merespon dengan cara memberitahu	mengenai	status keberadaan dari objek yang diminta Status ini berupa angka-angka yang bisa dimengerti oleh client.	Maka, sang server akan merespon dengan cara memberitahu <m>mengenai</m> status keberadaan dari objek yang diminta Status ini berupa angka-angka yang bisa dimengerti oleh client.	NA	prep
ind_mixed_2012_1M	302485	~	Mengenai	status mereka, Dede dan Jauhari mengaku mereka adalah karyawan dari perusahaan security yang sudah terbiasa memberikan jasa pengamanan keuangan.	<m>Mengenai</m> status mereka, Dede dan Jauhari mengaku mereka adalah karyawan dari perusahaan security yang sudah terbiasa memberikan jasa pengamanan keuangan.	NA	prep
ind_mixed_2012_1M	582285	Pada Muktamar NU pada bulan April 1952 di Palembang terjadi perdebatan sengit peserta muktamar	mengenai	status NU di Masyumi.	Pada Muktamar NU pada bulan April 1952 di Palembang terjadi perdebatan sengit peserta muktamar <m>mengenai</m> status NU di Masyumi.	NA	prep
ind_mixed_2012_1M	218245	Sedangkan	mengenai	status ODHA-nya, yang tahu hanya dirinya dan konselor yang mendampinginya.	Sedangkan <m>mengenai</m> status ODHA-nya, yang tahu hanya dirinya dan konselor yang mendampinginya.	NA	prep
ind_mixed_2012_1M	357701	Meskipun kami akan tercerai berai sebagai masyarakat, meskipun tidak ada kejelasan	mengenai	status pembayaran.	Meskipun kami akan tercerai berai sebagai masyarakat, meskipun tidak ada kejelasan <m>mengenai</m> status pembayaran.	NA	prep
ind_mixed_2012_1M	435176	Saat ditanya	mengenai	status tanah itu, termasuk dalam kawasan hutan lindung dan Hutan Mangrove, ia malah balik bertanya.	Saat ditanya <m>mengenai</m> status tanah itu, termasuk dalam kawasan hutan lindung dan Hutan Mangrove, ia malah balik bertanya.	NA	prep
ind_mixed_2012_1M	163420	Isi surat itu merupakan hasil sidang Komite Asosiasi FIFA pada 5 Februari yang dipimpin Wakil Presiden FIFA Geoff Thompson tentang pembahasan beberapa kasus, termasuk di antaranya	mengenai	statuta PSSI.	Isi surat itu merupakan hasil sidang Komite Asosiasi FIFA pada 5 Februari yang dipimpin Wakil Presiden FIFA Geoff Thompson tentang pembahasan beberapa kasus, termasuk di antaranya <m>mengenai</m> statuta PSSI.	NA	prep
ind_mixed_2012_1M	834035	Redjeki, G. Sri (2005) Kemampuan dan kepuasan ibu terhadap pendidikan kesehatan	mengenai	stimulasi perkembangan anak usia toddler di Kelurahan Kemirimuka Depok.	Redjeki, G. Sri (2005) Kemampuan dan kepuasan ibu terhadap pendidikan kesehatan <m>mengenai</m> stimulasi perkembangan anak usia toddler di Kelurahan Kemirimuka Depok.	NA	prep
ind_mixed_2012_1M	391249	_Ia menegaskan bahwa: Proyek itu menunjukkan bahwa para karyawan memiliki keahlian khusus	mengenai	stituasi kerja sendiri dan kemungkinan perbaikannya.	_Ia menegaskan bahwa: Proyek itu menunjukkan bahwa para karyawan memiliki keahlian khusus <m>mengenai</m> stituasi kerja sendiri dan kemungkinan perbaikannya.	NA	prep
ind_mixed_2012_1M	914954	Dengan demikian, menjadi jelaslah bahwa diperlukan pemikiran jernih dan dalam	mengenai	strategi gerakan Islam di Indonesia dalam menghadapi tantangan modernisasi.	Dengan demikian, menjadi jelaslah bahwa diperlukan pemikiran jernih dan dalam <m>mengenai</m> strategi gerakan Islam di Indonesia dalam menghadapi tantangan modernisasi.	NA	prep
ind_mixed_2012_1M	368967	Dalam bagian ini djelaskan	mengenai	strategi mempertajam diamong head drill.	Dalam bagian ini djelaskan <m>mengenai</m> strategi mempertajam diamong head drill.	NA	prep
ind_mixed_2012_1M	479656	"Yesus malah ""mengajar dan berkhotbah di Galilea"" (lihat Matius 11:1) tanpa sedikitpun bicara"	mengenai	strategi militer.	"Yesus malah ""mengajar dan berkhotbah di Galilea"" (lihat Matius 11:1) tanpa sedikitpun bicara <m>mengenai</m> strategi militer."	NA	prep
ind_mixed_2012_1M	984787	Putuslah sudah perjuangan politik mahasiswa secara nasional yang membawa isu-isu substansial	mengenai	strategi pembangunan dan persoalan negara secara makro.	Putuslah sudah perjuangan politik mahasiswa secara nasional yang membawa isu-isu substansial <m>mengenai</m> strategi pembangunan dan persoalan negara secara makro.	NA	prep
ind_mixed_2012_1M	980925	Semoga dengan langkah	mengenai	stren kali ini akan membawa dampak yang baik, banjir akan semakin teratasi.	Semoga dengan langkah <m>mengenai</m> stren kali ini akan membawa dampak yang baik, banjir akan semakin teratasi.	NA	prep
ind_mixed_2012_1M	709224	Dia saya minta memperbaiki presentation pack dari saya	mengenai	stress management.	Dia saya minta memperbaiki presentation pack dari saya <m>mengenai</m> stress management.	NA	prep
ind_mixed_2012_1M	919138	Menurut Hudoyo (1988:3) Matematika adalah sebagai ilmu	mengenai	struktur akan mencakup tentang hubungan, pola maupun bentuk, dapat dikatakan matematika berkenaan dengan ide-ide (gagasan-gagasan), stuktur dan hubungan dengan konsep-konsep abstrak.	Menurut Hudoyo (1988:3) Matematika adalah sebagai ilmu <m>mengenai</m> struktur akan mencakup tentang hubungan, pola maupun bentuk, dapat dikatakan matematika berkenaan dengan ide-ide (gagasan-gagasan), stuktur dan hubungan dengan konsep-konsep abstrak.	NA	prep
ind_mixed_2012_1M	404454	Dengan demikian pembicaraan	mengenai	struktur baru filsafat Islam penting dilakukan, agar ilmu-ilmu dalam pemikiran Islam memiliki _bu yang kritis_yang mengantarkan anak-anaknya pada perkembangan yang dewasa.	Dengan demikian pembicaraan <m>mengenai</m> struktur baru filsafat Islam penting dilakukan, agar ilmu-ilmu dalam pemikiran Islam memiliki _bu yang kritis_yang mengantarkan anak-anaknya pada perkembangan yang dewasa.	NA	prep
ind_mixed_2012_1M	960512	Referensi ini dia kirimkan ke Anthony, beserta lampiran dua artikel Profesor Charles Goodhart	mengenai	struktur organisasi supervisi industri perbankan.	Referensi ini dia kirimkan ke Anthony, beserta lampiran dua artikel Profesor Charles Goodhart <m>mengenai</m> struktur organisasi supervisi industri perbankan.	NA	prep
ind_mixed_2012_1M	483412	Hal ini karena RNA hanya mengandung informasi	mengenai	struktur protein, sedangkan asam amino hanya bahan mentah.	Hal ini karena RNA hanya mengandung informasi <m>mengenai</m> struktur protein, sedangkan asam amino hanya bahan mentah.	NA	prep
ind_mixed_2012_1M	197683	Jalan pikiran	mengenai	struktur sosial sewajarnya memusatkan perhatian pada individu atau aktor sosial sebagai pengejawantahan struktur.	Jalan pikiran <m>mengenai</m> struktur sosial sewajarnya memusatkan perhatian pada individu atau aktor sosial sebagai pengejawantahan struktur.	NA	prep
ind_mixed_2012_1M	295322	_ehingga akan tersusun lengkap	mengenai	struktur sosial, struktur ekonomi, dan struktur pemerintahan,_kata Uka.	_ehingga akan tersusun lengkap <m>mengenai</m> struktur sosial, struktur ekonomi, dan struktur pemerintahan,_kata Uka.	NA	prep
ind_mixed_2012_1M	482158	Beliau juga berterima kasih kepada Supreme Master Television atas laporannya	mengenai	suaka ini sehingga memungkinkan lebih banyak orang untuk mengetahui, lalu mengunjungi tempat berlindung satwa ini.	Beliau juga berterima kasih kepada Supreme Master Television atas laporannya <m>mengenai</m> suaka ini sehingga memungkinkan lebih banyak orang untuk mengetahui, lalu mengunjungi tempat berlindung satwa ini.	NA	prep
ind_mixed_2012_1M	874779	Sebab memang rasa harga diri, rasa makna hidup itu ditemukan biasanya dalam diri suami atau dalam hubungan dengan suaminya, jadi sewaktu dia harus membicarakan hal yang negatif	mengenai	suaminya itu sungguh menyakitkan hatinya.	Sebab memang rasa harga diri, rasa makna hidup itu ditemukan biasanya dalam diri suami atau dalam hubungan dengan suaminya, jadi sewaktu dia harus membicarakan hal yang negatif <m>mengenai</m> suaminya itu sungguh menyakitkan hatinya.	NA	prep
ind_mixed_2012_1M	193416	Keesokan paginya dia bertanya ke para pendeta	mengenai	suara aneh yang didengarnya semalam.	Keesokan paginya dia bertanya ke para pendeta <m>mengenai</m> suara aneh yang didengarnya semalam.	NA	prep
ind_mixed_2012_1M	38610	Dr. Asaro menyebutkan bahwa kita mempunyai memori internal	mengenai	suara kita di dalam otak, dan memori ini lebih kaya daripada yang kita dengar dalam alat perekam suara.	Dr. Asaro menyebutkan bahwa kita mempunyai memori internal <m>mengenai</m> suara kita di dalam otak, dan memori ini lebih kaya daripada yang kita dengar dalam alat perekam suara.	NA	prep
ind_mixed_2012_1M	582441	GS : Memang mencari kesempatan yang seperti Pak Paul katakan, menjadikan si istri jeli	mengenai	suasana hati si suami, apakah dia siap untuk diajak berdiskusi atau tidak.	GS : Memang mencari kesempatan yang seperti Pak Paul katakan, menjadikan si istri jeli <m>mengenai</m> suasana hati si suami, apakah dia siap untuk diajak berdiskusi atau tidak.	NA	typo
ind_mixed_2012_1M	264001	Ayat diatas hanya berbicara	mengenai	suatu bangsa, yaitu Yahudi, bukan suatu Pribadi, yaitu Yesus.	Ayat diatas hanya berbicara <m>mengenai</m> suatu bangsa, yaitu Yahudi, bukan suatu Pribadi, yaitu Yesus.	NA	prep
ind_mixed_2012_1M	715592	Pembayaran harus dilakukan di tempat yang ditetapkan dalam persetujuan, jika dalam persetujuan tidak ditetapkan suatu tempat, maka pembayaran	mengenai	suatu barang yang sudab ditentukan, harus tenjadi di tempat barang itu berada sewaktu perjanjian dibuat.	Pembayaran harus dilakukan di tempat yang ditetapkan dalam persetujuan, jika dalam persetujuan tidak ditetapkan suatu tempat, maka pembayaran <m>mengenai</m> suatu barang yang sudab ditentukan, harus tenjadi di tempat barang itu berada sewaktu perjanjian dibuat.	NA	prep
ind_mixed_2012_1M	568772	MSF 799 Tesis Magister (S2) 8/0 Wajib Penelitian mandiri	mengenai	suatu bidang fisika khusus yang diakhiri dengan penulisan tesis sebagai tugas akhir program magister (S2).	MSF 799 Tesis Magister (S2) 8/0 Wajib Penelitian mandiri <m>mengenai</m> suatu bidang fisika khusus yang diakhiri dengan penulisan tesis sebagai tugas akhir program magister (S2).	NA	prep
ind_mixed_2012_1M	728370	Program hari karier diatur untuk menyediakan siswa informasi yang bersangkutan dan akurat	mengenai	suatu bidang pekerjaan tertentu.	Program hari karier diatur untuk menyediakan siswa informasi yang bersangkutan dan akurat <m>mengenai</m> suatu bidang pekerjaan tertentu.	NA	prep
ind_mixed_2012_1M	586113	Nah, kalo memang sampeyan merasa mampu nyediakan data-data yang akurat	mengenai	suatu dareah wisata, kenapa sampeyan tidak mencoba untuk menjadikannya sebagai lahan bisnis di internet?	Nah, kalo memang sampeyan merasa mampu nyediakan data-data yang akurat <m>mengenai</m> suatu dareah wisata, kenapa sampeyan tidak mencoba untuk menjadikannya sebagai lahan bisnis di internet?	NA	prep
ind_mixed_2012_1M	600448	Sebenarnya, hal tersebut sangat tergantung pada definisi	mengenai	suatu departemen yang hebat.	Sebenarnya, hal tersebut sangat tergantung pada definisi <m>mengenai</m> suatu departemen yang hebat.	NA	prep
ind_mixed_2012_1M	117963	Ini dapat diibaratkan sebagai peta konsep, katalog, outline atau sketsa kasar yang menyediakan informasi awal	mengenai	suatu disiplin ilmu tertentu.	Ini dapat diibaratkan sebagai peta konsep, katalog, outline atau sketsa kasar yang menyediakan informasi awal <m>mengenai</m> suatu disiplin ilmu tertentu.	NA	prep
ind_mixed_2012_1M	69027	Adakalanya isi pertanyaan bukab mengenai fakta, tetapi mengenai hal yang menyangkut kepercayaan atau tentang pendapat responden	mengenai	suatu fakta.	Adakalanya isi pertanyaan bukab mengenai fakta, tetapi mengenai hal yang menyangkut kepercayaan atau tentang pendapat responden <m>mengenai</m> suatu fakta.	NA	prep
ind_mixed_2012_1M	678784	Metode survei menggunakan kombinasi dari teknik yang mencakup sampel yang cukup besar sampai teknik pengamatan yang kurang formal dengan sampel kecil dan kualitatif, ataupun studi yang cukup intensif	mengenai	suatu fenomena.	Metode survei menggunakan kombinasi dari teknik yang mencakup sampel yang cukup besar sampai teknik pengamatan yang kurang formal dengan sampel kecil dan kualitatif, ataupun studi yang cukup intensif <m>mengenai</m> suatu fenomena.	NA	prep
ind_mixed_2012_1M	847151	Bila seseorang mengadakan suatu perdamaian	mengenai	suatu hak yang diperolehnya atas usahanya sendiri dan kemudian memperoleh hak yang sama dari orang lain maka hak yang baru ini tidak mempunyai ikatan dengan perdamaian itu.	Bila seseorang mengadakan suatu perdamaian <m>mengenai</m> suatu hak yang diperolehnya atas usahanya sendiri dan kemudian memperoleh hak yang sama dari orang lain maka hak yang baru ini tidak mempunyai ikatan dengan perdamaian itu.	NA	prep
ind_mixed_2012_1M	307349	Pengakuan dapat mengenai keadaan keadaan yang kenyataannya diakui benar atau	mengenai	suatu hak, yang diakui sebagai dimiliki oleh pihak lawan berdasar atas hukum.	Pengakuan dapat mengenai keadaan keadaan yang kenyataannya diakui benar atau <m>mengenai</m> suatu hak, yang diakui sebagai dimiliki oleh pihak lawan berdasar atas hukum.	NA	prep
ind_mixed_2012_1M	164846	Keterangan saksi apa yang didengar, dialami dan dilihat, tetapi keterangan ahli, ialah	mengenai	suatu hal yang diberikan penilaian terhadap suatu hal-hal yang sudah nyata dan pengambilan kesimpulan mengenai hal-hal tersebut.	Keterangan saksi apa yang didengar, dialami dan dilihat, tetapi keterangan ahli, ialah <m>mengenai</m> suatu hal yang diberikan penilaian terhadap suatu hal-hal yang sudah nyata dan pengambilan kesimpulan mengenai hal-hal tersebut.	NA	prep
ind_mixed_2012_1M	425594	Masing-masing staff harus _ell-informed_mengenai	suatu hal.	Masing-masing staff harus _ell-informed_<m>mengenai</m> suatu hal.	NA	NA	prep
ind_mixed_2012_1M	455040	Semudah membalik telapak tangan Mencari Makna Lebih dari Sekedar Nama Beberapa hari belakangan ini, saya sedang banyak mendapatkan _entilan-sentilan_ringan	mengenai	suatu hal.	Semudah membalik telapak tangan Mencari Makna Lebih dari Sekedar Nama Beberapa hari belakangan ini, saya sedang banyak mendapatkan _entilan-sentilan_ringan <m>mengenai</m> suatu hal.	NA	prep
ind_mixed_2012_1M	604981	Para ilmuwan fisika misalnya tahu bahwa ada sudut pandang karena sebagai ilmuwan mereka termasuk dalam satu aliran	mengenai	suatu ilmu pada suatu saat tertentu dalam perkembangan ilmu tersebut.	Para ilmuwan fisika misalnya tahu bahwa ada sudut pandang karena sebagai ilmuwan mereka termasuk dalam satu aliran <m>mengenai</m> suatu ilmu pada suatu saat tertentu dalam perkembangan ilmu tersebut.	NA	prep
ind_mixed_2012_1M	298713	Orang dapat berbicara	mengenai	suatu karakter egaliter vs otoriter, dari yang merusak cinta versus karakter, dan dalam cara ini mengacu pada sifat lebih menonjol yang menentukan seluruh struktur karakter.	Orang dapat berbicara <m>mengenai</m> suatu karakter egaliter vs otoriter, dari yang merusak cinta versus karakter, dan dalam cara ini mengacu pada sifat lebih menonjol yang menentukan seluruh struktur karakter.	NA	prep
ind_mixed_2012_1M	22840	"Kalian tidak boleh melakukan kontes berbohong,"" ujarnya Kemudian pendeta tadi menasehati mereka selama 10 menit"	mengenai	suatu kebohongan.	"Kalian tidak boleh melakukan kontes berbohong,"" ujarnya Kemudian pendeta tadi menasehati mereka selama 10 menit <m>mengenai</m> suatu kebohongan."	NA	prep
ind_mixed_2012_1M	705181	Adapun narasi ekspositoris adalah narasi yang menyampaikan informasi	mengenai	suatu kejadian dengan menggunakan bahasa yang lugas, seperti biografi dan laporan perjalanan.	Adapun narasi ekspositoris adalah narasi yang menyampaikan informasi <m>mengenai</m> suatu kejadian dengan menggunakan bahasa yang lugas, seperti biografi dan laporan perjalanan.	NA	prep
ind_mixed_2012_1M	920180	Adapun narasi ekspositoris adalah narasi yang menyampaikan informasi	mengenai	suatu kejadian dengan menggunakan bahasa yang lugas.	Adapun narasi ekspositoris adalah narasi yang menyampaikan informasi <m>mengenai</m> suatu kejadian dengan menggunakan bahasa yang lugas.	NA	prep
ind_mixed_2012_1M	470840	Seseorang dalam hipnose akan dapat mengingat secara sempurna	mengenai	suatu kejadian, dan detail seputar kejadian itu.	Seseorang dalam hipnose akan dapat mengingat secara sempurna <m>mengenai</m> suatu kejadian, dan detail seputar kejadian itu.	NA	prep
ind_mixed_2012_1M	282747	Dalam ilmu-ilmu sosial, bukanlah merupakan hal yang aneh bila kita men-jumpai beberapa definisi	mengenai	suatu konsep.	Dalam ilmu-ilmu sosial, bukanlah merupakan hal yang aneh bila kita men-jumpai beberapa definisi <m>mengenai</m> suatu konsep.	NA	prep
ind_mixed_2012_1M	457328	Dalam hal hak pakai hasil	mengenai	suatu konsesi tambang, pemakai hasil berhak memperoleh nikmat yang sama seperti yang dinikmati pemegang konsesi.	Dalam hal hak pakai hasil <m>mengenai</m> suatu konsesi tambang, pemakai hasil berhak memperoleh nikmat yang sama seperti yang dinikmati pemegang konsesi.	NA	prep
ind_mixed_2012_1M	455836	Selain memberikan gambaran umum	mengenai	suatu latar, foto juga dapat memberikan informasi faktual khusus yang dapat dipergunakan bersamaan dengan sumber-sumber lainnya.	Selain memberikan gambaran umum <m>mengenai</m> suatu latar, foto juga dapat memberikan informasi faktual khusus yang dapat dipergunakan bersamaan dengan sumber-sumber lainnya.	NA	prep
ind_mixed_2012_1M	709461	Frequently Asked Question (FAQ) Sejumlah pernyataan yang paling sering ditanyakan	mengenai	suatu masalah atau topik tertentu.	Frequently Asked Question (FAQ) Sejumlah pernyataan yang paling sering ditanyakan <m>mengenai</m> suatu masalah atau topik tertentu.	NA	prep
ind_mixed_2012_1M	657195	Biasanya	mengenai	suatu masalah praktis, baik dalam mengukur, melakukan kegiatan atau memakai sesuatu secara benar.	Biasanya <m>mengenai</m> suatu masalah praktis, baik dalam mengukur, melakukan kegiatan atau memakai sesuatu secara benar.	NA	prep
ind_mixed_2012_1M	991700	Oh Yun berkata dalam sebuah penyelidikan, penting untuk melakukan pengamatan sebagai alat penyelidikan, dalam waktu singkat, harus bisa membaca seseorang melalui pengamatan lalu membuat keputusan yang penting	mengenai	suatu masalah.	Oh Yun berkata dalam sebuah penyelidikan, penting untuk melakukan pengamatan sebagai alat penyelidikan, dalam waktu singkat, harus bisa membaca seseorang melalui pengamatan lalu membuat keputusan yang penting <m>mengenai</m> suatu masalah.	NA	prep
